id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,1.b_genero,2.b_setor,2.c_numero_de_funcionarios,2.f_cargo_atual,2.h_faixa_salarial
2146,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Masculino,Área de Consultoria,de 101 a 500,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês
2147,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 12.001/mês a R$ 16.000/mês
2148,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
2149,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área da Saúde,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês
2150,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Finanças ou Bancos,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
2151,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Internet/Ecommerce,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
2152,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2153,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 6.001/mês a R$ 8.000/mês
2154,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Internet/Ecommerce,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2155,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Indústria,Acima de 3.000,Outra Opção,de R$ 8.001/mês a R$ 12.000/mês
2156,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Setor Farmaceutico,de 11 a 50,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês
2157,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2158,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2159,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Internet/Ecommerce,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2160,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Setor Automotivo,de 11 a 50,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2161,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Setor de Energia,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2162,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
2163,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,de 11 a 50,Analista de BI/BI Analyst,de R$ 16.001/mês a R$ 20.000/mês
2164,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Varejo,de 1 a 5,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 1.001/mês a R$ 2.000/mês
2165,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Área de Consultoria,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2166,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Educação,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
2167,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Indústria,de 1.001 a 3.000,Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês
2168,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Setor Imobiliário/ Construção Civil,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
2169,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Entretenimento ou Esportes,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2170,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Área de Consultoria,de 11 a 50,Estatístico,de R$ 4.001/mês a R$ 6.000/mês
2171,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Masculino,Tecnologia/Fábrica de Software,de 11 a 50,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2172,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Masculino,Indústria,Acima de 3.000,Outra Opção,de R$ 4.001/mês a R$ 6.000/mês
2173,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Masculino,Setor Imobiliário/ Construção Civil,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2174,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Educação,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês
2175,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Filantropia/ONG's,de 6 a 10,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2176,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Área de Consultoria,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2177,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês
2178,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2179,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
2180,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Tecnologia/Fábrica de Software,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês
2181,1,MG,de 5 a 6 anos,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Educação,de 1.001 a 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 16.001/mês a R$ 20.000/mês
2182,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2183,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
2184,1,MG,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 12.001/mês a R$ 16.000/mês
2185,1,MG,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2186,1,MG,de 3 a 4 anos,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
2187,1,MG,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 101 a 500,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês
2188,1,MG,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Indústria,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2189,1,MG,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Feminino,Internet/Ecommerce,de 1.001 a 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 8.001/mês a R$ 12.000/mês
2190,1,MG,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 20.001/mês a R$ 25.000/mês
2191,1,MG,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Indústria,Acima de 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 8.001/mês a R$ 12.000/mês
2192,1,MG,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Varejo,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2193,1,MG,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Entretenimento ou Esportes,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2194,1,MG,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área da Saúde,de 101 a 500,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2195,1,MG,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês
2196,1,MG,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 101 a 500,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 6.001/mês a R$ 8.000/mês
2197,1,MG,de 3 a 4 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Alimentício,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 12.001/mês a R$ 16.000/mês
2198,1,MG,de 3 a 4 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês
2199,1,MG,de 3 a 4 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
2200,1,MG,de 3 a 4 anos,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2201,1,MG,de 3 a 4 anos,de 7 a 10 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Telecomunicação,de 11 a 50,Outras Engenharias (não inclui dev),de R$ 12.001/mês a R$ 16.000/mês
2202,1,MG,de 3 a 4 anos,de 7 a 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
