id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,2.f_cargo_atual
2107,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2108,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Outra Opção
2109,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
2110,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
2111,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2112,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Química / Física,Analista de BI/BI Analyst
2113,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Química / Física,Engenheiro de Dados/Data Engineer/Data Architect
2114,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2115,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Analista de BI/BI Analyst
2116,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
2117,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Analista de Dados/Data Analyst
2118,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
2119,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
2120,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
2121,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Outras Engenharias (não inclui dev)
2122,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer
2123,1,PR,de 1 a 2 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2124,1,PR,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
2125,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
2126,1,PR,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2127,1,PR,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Analista de BI/BI Analyst
2128,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst
2129,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
2130,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de BI/BI Analyst
2131,1,PR,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
2132,1,PR,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Analista de BI/BI Analyst
2133,1,PR,de 1 a 2 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2134,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2135,1,PR,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Analytics Engineer
2136,1,PR,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2137,1,PR,Não tenho experiência na área de dados,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst
2138,1,PR,Menos de 1 ano,de 7 a 10 anos,Graduação/Bacharelado,Outra opção,Analista de Suporte/Analista Técnico
2139,1,PR,de 3 a 4 anos,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
2140,1,PR,Menos de 1 ano,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Outras Engenharias (não inclui dev)
2141,1,PR,Menos de 1 ano,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
2142,1,PR,Menos de 1 ano,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
2143,1,PR,Menos de 1 ano,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst
2144,1,PR,Menos de 1 ano,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2145,1,PR,Mais de 10 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2146,1,PR,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
2147,1,PR,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
2148,1,PR,Mais de 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2149,1,PR,Mais de 10 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2150,1,PR,Mais de 10 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
2151,1,PR,Mais de 10 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2152,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
2153,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
2154,1,MG,de 5 a 6 anos,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2155,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Professor/Pesquisador
2156,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2157,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Engenheiro de Dados/Data Engineer/Data Architect
2158,1,PR,Mais de 10 anos,Mais de 10 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2159,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2160,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
2161,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
2162,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
2163,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
2164,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Negócios/Business Analyst
2165,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
2166,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2167,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
2168,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Data Engineer/Data Architect
2169,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Analista de Dados/Data Analyst
2170,1,PR,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2171,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Machine Learning/ML Engineer/AI Engineer
2172,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2173,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
2174,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
2175,1,PR,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst
2176,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Negócios/Business Analyst
2177,1,PR,Menos de 1 ano,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
2178,1,PR,Menos de 1 ano,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
2179,1,PR,Menos de 1 ano,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2180,1,PR,de 3 a 4 anos,Menos de 1 ano,Mestrado,Química / Física,Engenheiro de Dados/Data Engineer/Data Architect
2181,1,PR,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer
2182,1,PR,Menos de 1 ano,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2183,1,PR,de 3 a 4 anos,Menos de 1 ano,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
2184,1,PR,Menos de 1 ano,de 3 a 4 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
2185,1,PR,Menos de 1 ano,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2186,1,PR,de 3 a 4 anos,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
2187,1,PR,Menos de 1 ano,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst
2188,1,PR,Menos de 1 ano,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2189,1,PR,Menos de 1 ano,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Negócios/Business Analyst
2190,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de BI/BI Analyst
2191,1,PR,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Arquiteto de Dados/Data Architect
2192,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de BI/BI Analyst
2193,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
2194,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico
2195,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2196,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2197,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Negócios/Business Analyst
2198,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
2199,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
2200,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Data Engineer/Data Architect
2201,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
2202,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2203,1,PR,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Química / Física,Engenheiro de Dados/Data Engineer/Data Architect
2204,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Cientista de Dados/Data Scientist
2205,1,PR,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
2206,1,PR,de 3 a 4 anos,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de BI/BI Analyst
2207,1,PR,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Analytics Engineer
2208,1,PB,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2209,1,PE,Mais de 10 anos,Mais de 10 anos,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
2210,1,PR,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
2211,1,PR,de 5 a 6 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2212,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2213,1,PR,de 5 a 6 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2214,1,PR,de 5 a 6 anos,de 5 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2215,1,PR,de 5 a 6 anos,de 5 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2216,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2217,1,PR,de 5 a 6 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
2218,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analytics Engineer
2219,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
2220,1,PR,de 5 a 6 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer
2221,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de BI/BI Analyst
2222,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2223,1,PR,de 7 a 10 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2224,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2225,1,PR,de 7 a 10 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2226,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2227,1,PR,de 7 a 10 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2228,1,MG,de 5 a 6 anos,de 7 a 10 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
2229,1,MG,de 7 a 10 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
2230,1,PR,de 7 a 10 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
2231,1,PR,de 7 a 10 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2232,1,MG,de 7 a 10 anos,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
2233,1,PR,de 7 a 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2234,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst
2235,1,PR,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
2236,1,PR,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2237,1,PR,de 7 a 10 anos,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Cientista de Dados/Data Scientist
2238,1,PR,de 7 a 10 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2239,1,MG,de 7 a 10 anos,Menos de 1 ano,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
2240,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analytics Engineer
2241,1,PR,de 7 a 10 anos,Menos de 1 ano,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
2242,1,PR,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
2243,1,MG,de 5 a 6 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
2244,1,PR,de 5 a 6 anos,de 3 a 4 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
2245,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
2246,1,MS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analytics Engineer
2247,1,MS,de 1 a 2 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
2248,1,MS,de 1 a 2 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Outra Opção
2249,1,PR,de 5 a 6 anos,de 3 a 4 anos,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
